"Language","domain","Stimulus.code","simpson.diversityIndex","shannon.diversityIndex","N","BnL.diversityIndex","mean.number.of.words"
"ASL","colour","colour.5Y 6/10",0.545454545454545,0.836988216785836,4,25,1.83333333333333
"ASL","colour","colour.5Y 8/14",1,0,1,32,1.69230769230769
"ASL","colour","colour.5YR 2/4",0.192307692307692,1.73798344858705,8,18,2.07692307692308
"ASL","colour","colour.5YR 4/8",0.358974358974359,1.2852930241201,6,22,1.53846153846154
"ASL","colour","colour.5YR 6/14",1,0,1,32,1.61538461538462
"ASL","colour","colour.5YR 8/8",0.269230769230769,1.22028216627224,4,21,2.07692307692308
"ASL","shape","shape.2 circles",0.5,0.79026796807459,3,26,10.4615384615385
"ASL","shape","shape.2 cubes",0.5,0.79026796807459,3,26,3.46153846153846
"ASL","shape","shape.2 spheres",0.192307692307692,1.47913280742964,5,20,5.30769230769231
"ASL","shape","shape.2 triangles",0.243589743589744,1.26585675187274,4,21,9.92307692307692
"ASL","shape","shape.3 cones",0.58974358974359,0.687092027379972,3,27,7.46153846153846
"ASL","shape","shape.3 elipses",0.269230769230769,1.31143133747324,5,21,7.76923076923077
"ASL","shape","shape.3 squares",0.846153846153846,0.271189373041844,2,30,6.30769230769231
"ASL","shape","shape.circle",0.58974358974359,0.687092027379972,3,27,5.69230769230769
"ASL","shape","shape.cone",0.435897435897436,0.858740913006287,3,25,1.15384615384615
"ASL","shape","shape.cube",0.461538461538462,1.04379388084415,5,24,1.61538461538462
"ASL","shape","shape.cylinder",0.461538461538462,1.04379388084415,5,24,4.38461538461539
"ASL","shape","shape.elipse",0.371794871794872,1.17865499634165,5,23,4.76923076923077
"ASL","shape","shape.elipsoid",0.217948717948718,1.41274463686385,5,20,2
"ASL","shape","shape.flower",0.371794871794872,1.17865499634165,5,23,3.23076923076923
"ASL","shape","shape.rectangle",0.58974358974359,0.687092027379972,3,27,7.92307692307692
"ASL","shape","shape.rectangle 3D",0.320512820512821,1.15698764434527,4,23,2.92307692307692
"ASL","shape","shape.sphere",0.192307692307692,1.47913280742964,5,20,3.69230769230769
"ASL","shape","shape.square",1,0,1,32,1.61538461538462
"ASL","shape","shape.star",1,0,1,32,1
"ASL","shape","shape.triangle",0.576923076923077,0.793730055158425,4,26,5.76923076923077
"ASL","smell","smell.banana",0.0727272727272727,1.97224697942344,8,15,4.18181818181818
"ASL","smell","smell.chocolate",0.0181818181818182,2.27186851269656,10,12,3.36363636363636
"ASL","smell","smell.cinnamon",0.381818181818182,0.916464885539471,3,23,2.18181818181818
"ASL","smell","smell.gasoline",0.0181818181818182,2.27186851269656,10,12,3
"ASL","smell","smell.lemon",0.0181818181818182,2.27186851269656,10,12,3.63636363636364
"ASL","smell","smell.onion",0,2.39789527279837,11,10,4.27272727272727
"ASL","smell","smell.paint thinner",0.0181818181818182,2.27186851269656,10,12,3.18181818181818
"ASL","smell","smell.pineapple",0.0727272727272727,1.97224697942344,8,15,3.45454545454545
"ASL","smell","smell.rose",0.0727272727272727,1.97224697942344,8,15,5.54545454545455
"ASL","smell","smell.smoke",0,2.39789527279837,11,10,3.27272727272727
"ASL","smell","smell.soap",0.0181818181818182,2.27186851269656,10,12,3.81818181818182
"ASL","smell","smell.turpentine",0.0363636363636364,2.14584175259475,9,13,3.54545454545455
"ASL","taste","taste.citric acide monohydrate (sour)",0.181818181818182,1.56071040904141,6,18,2.83333333333333
"ASL","taste","taste.glutamate (umami)",0.121212121212121,1.79175946922805,7,17,3.16666666666667
"ASL","taste","taste.quinine hydrochloride (bitter)",0.151515151515152,1.63263092715435,6,18,4.66666666666667
"ASL","taste","taste.sodium chloride (salt)",0.181818181818182,1.56071040904141,6,18,3
"ASL","taste","taste.sucrose (sweet)",0.227272727272727,1.58902691517397,7,19,2.41666666666667
"ASL","touch","touch.beads",0.0512820512820513,2.20478541691352,10,13,7.38461538461539
"ASL","touch","touch.cork",0,2.56494935746154,13,8,4.53846153846154
"ASL","touch","touch.curved ridges (wide spacing)",0.0512820512820513,2.20478541691352,10,13,6.38461538461539
"ASL","touch","touch.feather",0.153846153846154,1.71184513523391,7,17,4.92307692307692
"ASL","touch","touch.felt",0.106060606060606,1.90728399932138,8,16,6.5
"ASL","touch","touch.fur (synthetic)",0.0512820512820513,2.13839724634772,9,13,5.38461538461539
"ASL","touch","touch.jagged (fabric)",0.141025641025641,1.83929674797766,8,17,5.84615384615385
"ASL","touch","touch.plastic (sheet)",0.0384615384615385,2.24503527412618,10,12,3.76923076923077
"ASL","touch","touch.rubber (yoga mat)",0.0384615384615385,2.24503527412618,10,12,6.23076923076923
"ASL","touch","touch.straight ridges (small spacing)",0.0512820512820513,2.20478541691352,10,13,8.15384615384615
"BSL","colour","colour.10B 2/6",0.846153846153846,0.271189373041844,2,30,2.38461538461538
"BSL","colour","colour.10B 4/10",0.866666666666667,0.244930026794635,2,32,1.53333333333333
"BSL","colour","colour.10B 6/10",0.615384615384615,0.655975732336547,3,28,2.42857142857143
"BSL","colour","colour.10B 8/6",0.580952380952381,0.579915171418101,2,29,2.86666666666667
"BSL","colour","colour.10BG 2/6",0.866666666666667,0.244930026794635,2,32,2.53333333333333
"BSL","colour","colour.10BG 4/6",0.123809523809524,1.89431202473353,8,17,4.4
"BSL","colour","colour.10BG 6/8",0.533333333333333,0.857174043642079,4,27,1.93333333333333
"BSL","colour","colour.10BG 8/4",0.406593406593407,1.12753478981913,5,24,2.78571428571429
"BSL","colour","colour.10G 2/6",0.533333333333333,0.857174043642079,4,27,2.4
"BSL","colour","colour.10G 4/10",0.866666666666667,0.244930026794635,2,32,1.4
"BSL","colour","colour.10G 6/10",0.846153846153846,0.271189373041844,2,30,3
"BSL","colour","colour.10G 8/6",0.742857142857143,0.485094091302212,3,30,3.13333333333333
"BSL","colour","colour.10GY 2/4",0.485714285714286,0.803314976140876,3,27,2.93333333333333
"BSL","colour","colour.10GY 4/8",1,0,1,33,1.28571428571429
"BSL","colour","colour.10GY 6/12",1,0,1,33,2.21428571428571
"BSL","colour","colour.10GY 8/8",1,0,1,33,2
"BSL","colour","colour.10P 2/6",0.604395604395604,0.754996758130825,4,27,2.92857142857143
"BSL","colour","colour.10P 4/12",1,0,1,34,1.2
"BSL","colour","colour.10P 6/10",0.866666666666667,0.244930026794635,2,32,1.93333333333333
"BSL","colour","colour.10P 8/6",0.637362637362637,0.519579839130515,2,29,1.92857142857143
"BSL","colour","colour.10PB 2/10",1,0,1,34,1.4
"BSL","colour","colour.10PB 4/12",0.628571428571429,0.72012488127181,4,28,1.8
"BSL","colour","colour.10PB 6/10",0.638095238095238,0.62770525719715,3,29,2.33333333333333
"BSL","colour","colour.10PB 8/4",0.171428571428571,1.61705315250955,6,19,2.06666666666667
"BSL","colour","colour.10R 2/6",0.628571428571429,0.72012488127181,4,28,1.6
"BSL","colour","colour.10R 4/12",0.123809523809524,1.80650716526167,7,17,2.8
"BSL","colour","colour.10R 6/14",0.485714285714286,0.803314976140876,3,27,1.46666666666667
"BSL","colour","colour.10R 8/6",0.323809523809524,1.22933621590766,5,23,2.66666666666667
"BSL","colour","colour.10RP 2/8",0.238095238095238,1.48781671640145,6,21,3.86666666666667
"BSL","colour","colour.10RP 4/14",0.438095238095238,1.08057384836485,5,25,3.06666666666667
"BSL","colour","colour.10RP 6/12",0.604395604395604,0.754996758130825,4,27,1.92857142857143
"BSL","colour","colour.10RP 8/6",0.866666666666667,0.244930026794635,2,32,1.6
"BSL","colour","colour.10Y 2/2",0.527472527472527,0.75893677276206,3,27,1.5
"BSL","colour","colour.10Y 4/6",0.428571428571429,0.991138896613094,4,25,3.28571428571429
"BSL","colour","colour.10Y 6/10",0.638095238095238,0.62770525719715,3,29,3.13333333333333
"BSL","colour","colour.10Y 8/12",0.340659340659341,1.21538810108361,5,23,3.92857142857143
"BSL","colour","colour.10YR 2/2",0.323809523809524,1.22933621590766,5,23,2.13333333333333
"BSL","colour","colour.10YR 4/8",0.4,1.02003695840184,4,25,2.53333333333333
"BSL","colour","colour.10YR 6/12",0.0952380952380952,2.02622962299529,9,15,3.8
"BSL","colour","colour.10YR 8/14",0.866666666666667,0.244930026794635,2,32,1.46666666666667
"BSL","colour","colour.5B 2/6",0.628571428571429,0.72012488127181,4,28,4.06666666666667
"BSL","colour","colour.5B 4/10",0.725274725274725,0.509137344082687,3,29,2.42857142857143
"BSL","colour","colour.5B 6/10",0.742857142857143,0.485094091302212,3,30,2.8
"BSL","colour","colour.5B 8/4",0.857142857142857,0.257318640543832,2,31,2.35714285714286
"BSL","colour","colour.5BG 2/6",0.373626373626374,1.05472091690681,4,24,3.07142857142857
"BSL","colour","colour.5BG 4/8",0.474358974358974,0.937155853065701,4,25,2.69230769230769
"BSL","colour","colour.5BG 6/10",0.180952380952381,1.67920433160271,7,19,2.93333333333333
"BSL","colour","colour.5BG 8/4",0.123809523809524,1.87627358443028,8,16,4.13333333333333
"BSL","colour","colour.5G 2/6",0.552380952380952,0.729871209983116,3,28,2.4
"BSL","colour","colour.5G 4/10",1,0,1,30,1.54545454545455
"BSL","colour","colour.5G 6/10",0.866666666666667,0.244930026794635,2,32,2.06666666666667
"BSL","colour","colour.5G 8/6",0.742857142857143,0.485094091302212,3,30,2.4
"BSL","colour","colour.5GY 2/2",0.252747252747253,1.25404190173345,4,21,2.71428571428571
"BSL","colour","colour.5GY 4/8",1,0,1,34,1.93333333333333
"BSL","colour","colour.5GY 6/10",0.866666666666667,0.244930026794635,2,32,2.26666666666667
"BSL","colour","colour.5GY 8/10",0.2,1.55190149794374,6,20,3.33333333333333
"BSL","colour","colour.5P 2/8",1,0,1,34,2.13333333333333
"BSL","colour","colour.5P 4/12",0.866666666666667,0.244930026794635,2,32,1.26666666666667
"BSL","colour","colour.5P 6/8",0.742857142857143,0.485094091302212,3,30,1.66666666666667
"BSL","colour","colour.5P 8/4",0.252747252747253,1.46806020349905,6,21,3.07142857142857
"BSL","colour","colour.5PB 2/8",0.846153846153846,0.271189373041844,2,30,1.61538461538462
"BSL","colour","colour.5PB 4/12",0.857142857142857,0.257318640543832,2,31,1.35714285714286
"BSL","colour","colour.5PB 6/10",0.866666666666667,0.244930026794635,2,32,2.06666666666667
"BSL","colour","colour.5PB 8/6",0.604395604395604,0.754996758130825,4,27,3.07142857142857
"BSL","colour","colour.5R 2/8",0.0879120879120879,2.04493117484959,9,15,3.85714285714286
"BSL","colour","colour.5R 4/14",0.533333333333333,0.857174043642079,4,27,1.2
"BSL","colour","colour.5R 6/12",0.230769230769231,1.41806936525169,5,21,2.53846153846154
"BSL","colour","colour.5R 8/6",0.428571428571429,1.17299347243951,6,24,3.4
"BSL","colour","colour.5RP 2/8",0.615384615384615,0.655975732336547,3,28,1.57142857142857
"BSL","colour","colour.5RP 4/12",0.373626373626374,1.05472091690681,4,24,2.92857142857143
"BSL","colour","colour.5RP 6/12",0.58974358974359,0.687092027379972,3,27,1.84615384615385
"BSL","colour","colour.5RP 8/6",1,0,1,33,1.92857142857143
"BSL","colour","colour.5Y 2/2",0.457142857142857,0.953271014705891,4,26,1.86666666666667
"BSL","colour","colour.5Y 4/6",0.230769230769231,1.47507631105469,6,20,4.28571428571429
"BSL","colour","colour.5Y 6/10",0.333333333333333,1.136916591833,4,24,3.66666666666667
"BSL","colour","colour.5Y 8/14",1,0,1,34,1.33333333333333
"BSL","colour","colour.5YR 2/4",0.523809523809524,0.949593667716738,5,26,2.06666666666667
"BSL","colour","colour.5YR 4/8",1,0,1,33,2
"BSL","colour","colour.5YR 6/14",0.866666666666667,0.244930026794635,2,32,2.46666666666667
"BSL","colour","colour.5YR 8/8",0.580952380952381,0.579915171418101,2,29,3.6
"BSL","shape","shape.2 circles",0.152380952380952,1.73212598149027,7,18,8.6
"BSL","shape","shape.2 cubes",0.0761904761904762,2.08376603748565,9,14,10
"BSL","shape","shape.2 spheres",0.361904761904762,1.20487620655116,5,24,7.8
"BSL","shape","shape.2 triangles",0.230769230769231,1.40032657623119,5,21,10.8571428571429
"BSL","shape","shape.3 cones",0.171428571428571,1.77162395567737,8,18,12.4666666666667
"BSL","shape","shape.3 elipses",0.180952380952381,1.67920433160271,7,19,11.7333333333333
"BSL","shape","shape.3 squares",0.4,1.02003695840184,4,25,7.66666666666667
"BSL","shape","shape.circle",0.333333333333333,1.136916591833,4,24,4.6
"BSL","shape","shape.cone",0.152380952380952,1.73212598149027,7,18,5.2
"BSL","shape","shape.cube",0.171428571428571,1.71408754118701,7,19,4.26666666666667
"BSL","shape","shape.cylinder",0.0952380952380952,2.02622962299529,9,15,8.26666666666667
"BSL","shape","shape.elipse",0.120879120879121,1.80951425584928,7,17,7.07142857142857
"BSL","shape","shape.elipsoid",0.114285714285714,1.96869320850494,9,15,9.06666666666667
"BSL","shape","shape.flower",0.4,1.02003695840184,4,25,7.66666666666667
"BSL","shape","shape.rectangle",0.266666666666667,1.33786067783643,5,22,3.6
"BSL","shape","shape.rectangle 3D",0.0666666666666667,2.17618566156031,10,13,8.13333333333333
"BSL","shape","shape.sphere",0.0879120879120879,1.97018144002608,8,15,9.07142857142857
"BSL","shape","shape.square",0.542857142857143,0.76475441956742,3,28,2.06666666666667
"BSL","shape","shape.star",0.657142857142857,0.500402423538188,2,30,4.46666666666667
"BSL","shape","shape.triangle",0.638095238095238,0.62770525719715,3,29,1.93333333333333
"BSL","smell","smell.banana",0.152380952380952,1.80189240065887,8,17,6.6
"BSL","smell","smell.chocolate",0.171428571428571,1.77162395567737,8,18,6.66666666666667
"BSL","smell","smell.cinnamon",0.0476190476190476,2.30348849521927,11,12,8.46666666666667
"BSL","smell","smell.gasoline",0.0549450549450549,2.20559835902639,10,13,8.21428571428571
"BSL","smell","smell.lemon",0.019047619047619,2.52321095295289,13,9,5.4
"BSL","smell","smell.onion",0.0380952380952381,2.39590811929393,12,11,5.26666666666667
"BSL","smell","smell.paint thinner",0.010989010989011,2.54003630382098,13,9,6.35714285714286
"BSL","smell","smell.pineapple",0.019047619047619,2.52321095295289,13,9,4.73333333333333
"BSL","smell","smell.rose",0.0761904761904762,2.15353245665425,10,14,7.33333333333333
"BSL","smell","smell.smoke",0.00952380952380952,2.61563057702755,14,8,6.4
"BSL","smell","smell.soap",0.0256410256410256,2.35167330190463,11,11,6.15384615384615
"BSL","smell","smell.turpentine",0,2.70805020110221,15,6,6.8
"BSL","taste","taste.citric acide monohydrate (sour)",0.0380952380952381,2.33837170480357,11,11,15.8666666666667
"BSL","taste","taste.glutamate (umami)",0.0952380952380952,2.17157089695751,11,14,15.7333333333333
"BSL","taste","taste.quinine hydrochloride (bitter)",0.00952380952380952,2.61563057702755,14,8,18.4666666666667
"BSL","taste","taste.sodium chloride (salt)",0.352380952380952,1.29729583062582,6,23,9.33333333333333
"BSL","taste","taste.sucrose (sweet)",0.153846153846154,1.72982013037992,7,18,10.5714285714286
"BSL","touch","touch.beads",0.0761904761904762,2.08376603748565,9,14,24.1333333333333
"BSL","touch","touch.cork",0.0285714285714286,2.43079132887823,12,10,27.5333333333333
"BSL","touch","touch.curved ridges (wide spacing)",0.0380952380952381,2.33837170480357,11,11,28.8
"BSL","touch","touch.feather",0.0761904761904762,2.15353245665425,10,14,18.2
"BSL","touch","touch.felt",0.0857142857142857,2.11864924706995,10,14,18.2
"BSL","touch","touch.fur (synthetic)",0.0549450549450549,2.14395220064387,9,13,20.7857142857143
"BSL","touch","touch.jagged (fabric)",0.123809523809524,1.89431202473353,8,17,30.8
"BSL","touch","touch.plastic (sheet)",0.186813186813187,1.56915294620312,6,19,11.4285714285714
"BSL","touch","touch.rubber (yoga mat)",0.152380952380952,1.89892678933633,9,17,24.7333333333333
"BSL","touch","touch.straight ridges (small spacing)",0.019047619047619,2.52321095295289,13,9,25.2666666666667
"Cantonese","colour","colour.10B 2/6",0.833333333333333,0.286835983056161,2,29,1.66666666666667
"Cantonese","colour","colour.10B 4/10",0.833333333333333,0.286835983056161,2,29,1.16666666666667
"Cantonese","colour","colour.10B 6/10",1,0,1,31,1.66666666666667
"Cantonese","colour","colour.10B 8/6",1,0,1,31,2
"Cantonese","colour","colour.10BG 2/6",0.545454545454545,0.836988216785836,4,25,1.5
"Cantonese","colour","colour.10BG 4/6",0.378787878787879,0.959614793912049,3,24,1.41666666666667
"Cantonese","colour","colour.10BG 6/8",0.272727272727273,1.31437384300695,5,21,1.41666666666667
"Cantonese","colour","colour.10BG 8/4",0.318181818181818,1.12692879480068,4,22,1.75
"Cantonese","colour","colour.10G 2/6",0.681818181818182,0.566085738959629,3,27,2.08333333333333
"Cantonese","colour","colour.10G 4/10",1,0,1,31,1.33333333333333
"Cantonese","colour","colour.10G 6/10",1,0,1,31,1.5
"Cantonese","colour","colour.10G 8/6",0.545454545454545,0.836988216785836,4,25,1.83333333333333
"Cantonese","colour","colour.10GY 2/4",0.560606060606061,0.721463686692511,3,26,2
"Cantonese","colour","colour.10GY 4/8",1,0,1,31,1.33333333333333
"Cantonese","colour","colour.10GY 6/12",1,0,1,31,1.5
"Cantonese","colour","colour.10GY 8/8",1,0,1,31,1.83333333333333
"Cantonese","colour","colour.10P 2/6",0.439393939393939,0.983087758574785,4,24,1.58333333333333
"Cantonese","colour","colour.10P 4/12",0.833333333333333,0.286835983056161,2,29,1.16666666666667
"Cantonese","colour","colour.10P 6/10",0.590909090909091,0.562335144618808,2,27,1.75
"Cantonese","colour","colour.10P 8/6",1,0,1,31,2.25
"Cantonese","colour","colour.10PB 2/10",0.560606060606061,0.721463686692511,3,26,1.58333333333333
"Cantonese","colour","colour.10PB 4/12",0.363636363636364,1.07513932400537,4,23,1
"Cantonese","colour","colour.10PB 6/10",0.833333333333333,0.286835983056161,2,29,1.58333333333333
"Cantonese","colour","colour.10PB 8/4",0.545454545454545,0.836988216785836,4,25,1.91666666666667
"Cantonese","colour","colour.10R 2/6",0.439393939393939,0.983087758574785,4,24,1.08333333333333
"Cantonese","colour","colour.10R 4/12",0.151515151515152,1.54542290319359,5,18,1.41666666666667
"Cantonese","colour","colour.10R 6/14",0.696969696969697,0.450561208866305,2,28,1.08333333333333
"Cantonese","colour","colour.10R 8/6",0.318181818181818,1.12692879480068,4,22,1.58333333333333
"Cantonese","colour","colour.10RP 2/8",0.212121212121212,1.42412991734677,5,20,1.66666666666667
"Cantonese","colour","colour.10RP 4/14",0.696969696969697,0.450561208866305,2,28,1.75
"Cantonese","colour","colour.10RP 6/12",0.681818181818182,0.566085738959629,3,27,2
"Cantonese","colour","colour.10RP 8/6",0.424242424242424,1.09861228866811,5,23,2.08333333333333
"Cantonese","colour","colour.10Y 2/2",0.136363636363636,1.74815545724768,7,17,1.83333333333333
"Cantonese","colour","colour.10Y 4/6",0.833333333333333,0.286835983056161,2,29,1.75
"Cantonese","colour","colour.10Y 6/10",0.46969696969697,0.823959216501082,3,25,2
"Cantonese","colour","colour.10Y 8/12",0.409090909090909,0.887694275799104,3,24,1.5
"Cantonese","colour","colour.10YR 2/2",0.46969696969697,0.823959216501082,3,25,1.83333333333333
"Cantonese","colour","colour.10YR 4/8",0.833333333333333,0.286835983056161,2,29,1.5
"Cantonese","colour","colour.10YR 6/12",0.166666666666667,1.6987829895138,7,18,1.41666666666667
"Cantonese","colour","colour.10YR 8/14",0.681818181818182,0.566085738959629,3,27,1.33333333333333
"Cantonese","colour","colour.5B 2/6",0.439393939393939,0.983087758574785,4,24,2.25
"Cantonese","colour","colour.5B 4/10",0.439393939393939,0.983087758574785,4,24,1.33333333333333
"Cantonese","colour","colour.5B 6/10",0.545454545454545,0.836988216785836,4,25,1.66666666666667
"Cantonese","colour","colour.5B 8/4",0.681818181818182,0.566085738959629,3,27,1.91666666666667
"Cantonese","colour","colour.5BG 2/6",0.833333333333333,0.286835983056161,2,29,1.83333333333333
"Cantonese","colour","colour.5BG 4/8",0.560606060606061,0.721463686692511,3,26,1.33333333333333
"Cantonese","colour","colour.5BG 6/10",0.439393939393939,0.983087758574785,4,24,1.41666666666667
"Cantonese","colour","colour.5BG 8/4",0.242424242424242,1.35220939923383,5,20,1.83333333333333
"Cantonese","colour","colour.5G 2/6",0.545454545454545,0.836988216785836,4,25,1.91666666666667
"Cantonese","colour","colour.5G 4/10",1,0,1,31,1.16666666666667
"Cantonese","colour","colour.5G 6/10",0.833333333333333,0.286835983056161,2,29,1.58333333333333
"Cantonese","colour","colour.5G 8/6",0.833333333333333,0.286835983056161,2,29,1.91666666666667
"Cantonese","colour","colour.5GY 2/2",0.454545454545455,0.693147180559945,2,24,1.66666666666667
"Cantonese","colour","colour.5GY 4/8",0.833333333333333,0.286835983056161,2,29,1.41666666666667
"Cantonese","colour","colour.5GY 6/10",0.833333333333333,0.286835983056161,2,29,1.58333333333333
"Cantonese","colour","colour.5GY 8/10",0.590909090909091,0.562335144618808,2,27,2
"Cantonese","colour","colour.5P 2/8",0.833333333333333,0.286835983056161,2,29,1.83333333333333
"Cantonese","colour","colour.5P 4/12",1,0,1,31,1.16666666666667
"Cantonese","colour","colour.5P 6/8",1,0,1,31,1.58333333333333
"Cantonese","colour","colour.5P 8/4",0.681818181818182,0.566085738959629,3,27,2
"Cantonese","colour","colour.5PB 2/8",0.696969696969697,0.450561208866305,2,28,1.75
"Cantonese","colour","colour.5PB 4/12",1,0,1,31,1.16666666666667
"Cantonese","colour","colour.5PB 6/10",1,0,1,31,2.16666666666667
"Cantonese","colour","colour.5PB 8/6",1,0,1,31,2
